"","atc","ahl","mean","sd","conv_mean","conv_mean_comp","conv_sd","conv_sd_comp","c_B"
"116",0.158740105,0.002306783,5158.82949577744,4735.99993292938,4010.20814182507,3804.3799531502,4107.08493919289,4000.76630200768,0.971620255685206
"117",0.158740105,0.002554323,5956.8870132426,4763.08608926079,6844.9531078451,6639.12491917023,5142.38480026555,5036.06616308034,0.990753251640863
"118",0.158740105,0.002828427,8595.18277204172,5549.91541529734,8092.8061646797,7886.97797600483,5577.94087968026,5471.62224249505,0.99436422353844
"119",0.158740105,0.003131945,9900.51211895014,5953.93712677591,10048.4639255004,9842.63573682549,5929.97623242706,5823.65759524185,0.998659255931033
"120",0.158740105,0.003468033,10741.9164886571,6076.83604977668,11078.9355529748,10873.1073642999,5819.38695081883,5713.06831363362,0.997029455800998
"121",0.158740105,0.003840187,12850.2505797557,6928.23268964772,12831.2859095076,12625.4577208328,6942.98726270634,6836.66862552113,0.998675506790367
"122",0.158740105,0.004252276,13309.9876094853,6973.62433010559,13525.9169038141,13320.0887151392,7114.75445676279,7008.43581957758,0.997914515490305
"123",0.158740105,0.004708587,14484.0216030154,7515.1506025689,14016.2135077536,13810.3853190788,7013.11543861762,6906.79680143241,0.996331984822355
"124",0.158740105,0.01,15377.2805998331,8012.92413909008,15078.2393032668,14872.4111145919,7792.5073939195,7686.18875673429,0.998061352546062
"125",0.158740105,0.05,15061.9164201488,7636.51670402474,15092.2539729667,14886.4257842918,7472.01625189302,7365.69761470781,0.997703613468146
"126",0.211892619,0,209.106880835439,106.045364656507,415.423074886839,209.594886211972,150.683579827744,44.3649426425329,0.715440267995074
"127",0.211892619,0.000553655,218.977829927084,114.721323323408,425.437907416658,219.609718741791,154.109858778048,47.791221592837,0.729114038979875
"128",0.211892619,0.000613067,217.498303515567,111.681231827619,430.165158981308,224.336970306442,158.366539473067,52.0479022878562,0.71904597300728
"129",0.211892619,0.000678856,218.433179033318,111.378021542553,424.369405268721,218.541216593854,154.627310278154,48.3086730929431,0.73085868929223
"130",0.211892619,0.000751703,239.105814260065,604.782844750171,428.197240037723,222.369051362856,156.218189300247,49.899552115036,0.726666601380502
"131",0.211892619,0.000832368,223.25533855198,120.054887655906,436.813179975148,230.984991300282,163.740554321786,57.4219171365751,0.729130161937568
"132",0.211892619,0.00092169,225.625179298417,121.865932522032,435.379403303553,229.551214628687,160.132284114796,53.8136469295851,0.731237126863492
"133",0.211892619,0.001020596,236.040236818696,136.889504417689,447.228550802265,241.400362127399,176.290526751128,69.971889565917,0.750376447941147
"134",0.211892619,0.001130116,243.456570125756,149.286472290056,468.400826468029,262.572637793162,201.889671403969,95.5710342187584,0.749688468870779
"135",0.211892619,0.001251388,268.598683469623,239.228308113057,481.481824492897,275.653635818031,229.745414158116,123.426776972906,0.781827961350059
"136",0.211892619,0.001385674,303.797969804721,385.048375119909,513.745484539153,307.917295864287,340.643169259266,234.324532074055,0.797850864814785
"137",0.211892619,0.001534371,371.229356715387,530.399536721898,609.291058817294,403.462870142427,674.75474288298,568.436105697769,0.82861408246797
"138",0.211892619,0.001699024,486.371020436021,858.288708271246,720.910320847239,515.082132172372,972.083839877857,865.765202692646,0.847423161257805
"139",0.211892619,0.001881345,1224.6175289958,2155.34973791367,2092.1739693207,1886.34578064583,3012.77981949833,2906.46118231312,0.903161069260824
"140",0.211892619,0.002083232,1921.23402650095,2904.11154661158,3762.40456867028,3556.57637999541,4184.95495183966,4078.63631465445,0.907395602927006
"141",0.211892619,0.002306783,3533.23478091278,3975.38281883654,4031.47544296724,3825.64725429238,4186.98244114875,4080.66380396354,0.973888340045349
"142",0.211892619,0.002554323,5630.79504749488,4805.25252678469,6872.95002957714,6667.12184090227,5199.1371517322,5092.81851454699,0.983827617496711
"143",0.211892619,0.002828427,7703.28845763609,5200.32786398797,8069.78245407392,7863.95426539905,5570.62507940535,5464.30644222014,0.995639840048573
"144",0.211892619,0.003131945,9713.93288064654,5793.4082249993,10041.191317389,9835.36312871418,5902.92736346164,5796.60872627643,0.998346057079191
"145",0.211892619,0.003468033,10934.1763115895,6127.57923783896,11077.6772501275,10871.8490614526,5775.00684616366,5668.68820897845,0.996227853318529
"146",0.211892619,0.003840187,11547.3118884266,6389.92024614464,12881.3495479575,12675.5213592826,7028.69231094354,6922.37367375833,0.991104637242413
"147",0.211892619,0.004252276,13072.6180776427,6897.09690623987,13521.9143064094,13316.0861177345,7112.62544703867,7006.30680985346,0.996468520892877
"148",0.211892619,0.004708587,13314.7245538622,6837.86616080458,14032.2762177464,13826.4480290715,7049.73231668094,6943.41367949573,0.994577953631215
"149",0.211892619,0.01,14232.6741883625,7393.7969204252,15079.5151820753,14873.6869934004,7718.96352790874,7612.64489072353,0.994366019685862
"150",0.211892619,0.05,14967.8434449143,7656.30894693168,15139.9761717329,14934.1479830581,7555.57463465109,7449.25599746588,0.997910484273275
"151",0.282842712,0,206.801944338916,105.9658877593,413.952862646144,208.124673971277,149.775602282259,43.4569650970482,0.710318797551212
"152",0.282842712,0.000553655,212.079835485862,108.046028072504,422.455647905748,216.627459230881,153.027650131931,46.7090129467205,0.709573992864772
"153",0.282842712,0.000613067,216.828568469941,113.220623318132,429.293592127095,223.465403452229,158.353055180781,52.03441799557,0.722085299575079
"154",0.282842712,0.000678856,218.558481399736,113.788700753111,421.895891675533,216.067703000667,153.804761810124,47.4861246249138,0.735324250740359
"155",0.282842712,0.000751703,220.810233799743,117.15847679827,427.039752201326,221.21156352646,156.794527933956,50.475890748745,0.736951589041388
"156",0.282842712,0.000832368,223.910674451125,118.346101566075,434.277120960348,228.448932285481,163.374619159325,57.0559819741147,0.73541177807179
"157",0.282842712,0.00092169,224.723169769541,121.729384363407,431.166448188332,225.338259513465,158.769415180291,52.4507779950807,0.739096154980339
"158",0.282842712,0.001020596,237.114664211597,134.131211847875,445.550007304426,239.72181862956,176.188044421934,69.8694072367229,0.756860625301562
"159",0.282842712,0.001130116,232.663184538938,128.630052338719,466.027336223149,260.199147548282,201.350599700482,95.0319625152718,0.730630510890845
"160",0.282842712,0.001251388,258.794555155897,169.3159679489,480.175140588707,274.346951913841,230.947377328883,124.628740143673,0.777943466892511
"161",0.282842712,0.001385674,306.156021571197,275.880649905525,511.525208928421,305.697020253555,339.727265518037,233.408628332827,0.816337998521012
"162",0.282842712,0.001534371,386.898834043226,565.353643724614,612.842196522501,407.014007847635,680.392728469805,574.074091284594,0.835504841136818
"163",0.282842712,0.001699024,524.00133005576,975.77138405843,706.220143900185,500.391955225318,918.176048629471,811.85741144426,0.857611850885246
"164",0.282842712,0.001881345,1091.63261060774,1881.94236452259,2092.983830226,1887.15564155113,3026.68513422727,2920.36649704206,0.892780736975674
"165",0.282842712,0.002083232,1919.10649863189,2959.59155474848,3749.22568215498,3543.39749348012,4137.58896303526,4031.27032585005,0.905195753692025
"166",0.282842712,0.002306783,3193.61721423299,3841.13413781091,4004.85633403337,3799.0281453585,4127.84262626626,4021.52398908105,0.964454533581467
"167",0.282842712,0.002554323,5623.2989715195,4877.9000781159,6905.05418648742,6699.22599781255,5242.35010618616,5136.03146900095,0.983321176076893
"168",0.282842712,0.002828427,7442.02532553648,5282.94263233465,8091.9309641566,7886.10277548173,5583.30904899149,5476.99041180628,0.993226375100063
"169",0.282842712,0.003131945,9583.47323115586,5870.41918121955,10040.9528619592,9835.12467328429,5956.12893193233,5849.81029474712,0.99746903877107
"170",0.282842712,0.003468033,11100.8718753165,6114.99194791552,11126.0920583399,10920.2638696651,5862.62616114316,5756.30752395795,0.997587599723268
"171",0.282842712,0.003840187,11896.2983105529,6342.52289146192,12911.6438174799,12705.815628805,7041.24949909224,6934.93086190703,0.995316120647497
"172",0.282842712,0.004252276,12724.3517971336,6530.08695717318,13544.8139193444,13338.9857306695,7121.92203046761,7015.6033932824,0.996028091207909
"173",0.282842712,0.004708587,13761.0806925017,7304.9796614044,14060.7328463792,13854.9046577043,7048.66021983782,6942.34158265261,0.995813108240121
"174",0.282842712,0.01,14714.1798751481,7896.65672012048,15084.1292068251,14878.3010181502,7724.42143225406,7618.10279506885,0.997216917984696
"175",0.282842712,0.05,14942.3944340902,7396.05747835716,15144.3808149821,14938.5526263073,7536.43856929477,7430.11993210956,0.997230639688809
"176",0.377549725,0,211.394597977896,106.358378038533,417.810375252439,211.982186577572,150.823375169482,44.5047379842717,0.716921297793187
"177",0.377549725,0.000553655,216.151599667207,109.592905537525,428.640543975873,222.812355301007,153.566538173176,47.2479009879651,0.710312537503208
"178",0.377549725,0.000613067,219.094720790392,112.184855241215,433.221468579805,227.393279904939,158.901817668861,52.5831804836504,0.718719409263005
"179",0.377549725,0.000678856,218.030885316566,110.242133240956,426.819661150274,220.991472475408,154.16709094915,47.8484537639392,0.722136080761643
"180",0.377549725,0.000751703,221.219122278839,114.458974116848,431.788779442247,225.960590767381,156.64027230567,50.3216351204599,0.726501525356255
"181",0.377549725,0.000832368,226.302446903971,118.89486973015,438.078255290842,232.250066615975,162.729037892008,56.4104007067977,0.733240342145214
"182",0.377549725,0.00092169,229.160144057876,119.673721712736,436.149531254562,230.321342579696,159.724101054704,53.4054638694936,0.742718633913066
"183",0.377549725,0.001020596,237.498136556564,133.598390486742,450.317199396394,244.489010721527,176.828095983327,70.5094587981163,0.749282787157303
"184",0.377549725,0.001130116,252.714892070003,176.129758821867,470.630474707618,264.802286032752,202.155815341167,95.8371781559564,0.7545771047637
"185",0.377549725,0.001251388,267.860738084205,195.712103377574,481.575945999791,275.747757324924,224.457736211614,118.139099026404,0.780898871835374
"186",0.377549725,0.001385674,303.265423062036,296.066135844976,516.476348521783,310.648159846916,345.195413982377,238.876776797166,0.80453952918461
"187",0.377549725,0.001534371,374.478936497985,631.568929796085,607.170833062069,401.342644387203,657.760761686678,551.442124501468,0.809883549656321
"188",0.377549725,0.001699024,582.411672884449,1156.47806609928,702.559496568979,496.731307894113,888.286467930692,781.967830745482,0.857671780144559
"189",0.377549725,0.001881345,1607.13828415809,2505.40496544634,2117.7055223071,1911.87733363224,3055.43415255305,2949.11551536784,0.927770169436554
"190",0.377549725,0.002083232,1794.5952555863,2744.70960319213,3736.56580382599,3530.73761515113,4095.75602270606,3989.43738552085,0.891932512997049
"191",0.377549725,0.002306783,4066.49129003707,4188.56678628701,4023.48820063429,3817.66001195942,4149.49779662267,4043.17915943746,0.979005000706709
"192",0.377549725,0.002554323,6107.61937561057,4841.83244269136,6886.68162012754,6680.85343145267,5167.40094258392,5061.08230539871,0.99148549540317
"193",0.377549725,0.002828427,7567.90240842459,5100.48367437718,8104.52823674848,7898.70004807361,5604.11495404101,5497.7963168558,0.996111523550489
"194",0.377549725,0.003131945,9370.48393679546,5656.82354096258,10025.4662519666,9819.63806329168,5913.17985345275,5806.86121626754,0.9965640378858
"195",0.377549725,0.003468033,11534.4206806889,6556.06323570858,11051.2880056328,10845.4598169579,5785.29020580639,5678.97156862118,0.995277129321446
"196",0.377549725,0.003840187,11476.3900304739,6396.6239584075,12853.9120302539,12648.083841579,6992.46884349937,6886.15020631416,0.990292112683475
"197",0.377549725,0.004252276,12901.0593547779,6757.19618357086,13495.9387498294,13290.1105611545,7135.11826265137,7028.79962546616,0.995746932708703
"198",0.377549725,0.004708587,13544.7114654906,7166.00950088515,14038.9298116533,13833.1016229785,6946.92308917744,6840.60445199223,0.995227020018481
"199",0.377549725,0.01,14274.5105656873,7322.34296480774,15100.5282999574,14894.7001112825,7721.87603779651,7615.5574006113,0.996059801722236
"200",0.377549725,0.05,14553.3021048151,7156.89484527322,15152.4734522287,14946.6452635539,7656.76642513849,7550.44778795328,0.996682338439807
"201",0.50396842,0,220.776608131057,108.425097446047,425.793128255106,219.96493958024,151.619688016501,45.3010508312906,0.726241723725154
"202",0.50396842,0.000553655,224.270914566318,112.874055787446,437.272721455607,231.444532780741,155.084660279271,48.7660230940606,0.718147964617609
"203",0.50396842,0.000613067,227.593057705622,115.211289569387,442.256471171735,236.428282496869,160.188956739516,53.8703195543054,0.722104731607875
"204",0.50396842,0.000678856,227.684927386049,114.111797652435,434.898366407294,229.070177732428,154.923402971393,48.6047657861828,0.735281437691995
"205",0.50396842,0.000751703,227.314138259899,117.768405161456,439.56602636193,233.737837687063,158.060684594345,51.7420474091342,0.730112310100056
