ahl,atc,mean,median,cv,variant,strain,date,file,note
0.002904998,1.198645662,6032.001638,5292.197792,0.809635043,331/347d,mg1655,170727,92,
0.00314883,1.198645662,7618.547332,6898.373098,0.67328245,331/347d,mg1655,170727,93,
0.00341313,1.198645662,9279.952684,8336.208056,0.591022477,331/347d,mg1655,170727,94,
0.003699613,1.198645662,10466.6443,9427.852038,0.504850746,331/347d,mg1655,170727,95,
0.004010142,1.198645662,10501.10843,9339.027726,0.542332753,331/347d,mg1655,170727,96,
0.004346736,1.198645662,13077.5943,11721.08738,0.493048366,331/347d,mg1655,170727,97,
0.004711582,1.198645662,13486.94018,11945.10826,0.507847615,331/347d,mg1655,170727,98,
0.005107051,1.198645662,14599.68033,13007.38305,0.499255374,331/347d,mg1655,170727,99,
0.005535715,1.198645662,14503.50997,13007.38305,0.470938575,331/347d,mg1655,170727,100,
0,2.850875898,553.223728,672.074983,0.465437458,331/347d,mg1655,170727,101,
8.67E-04,2.850875898,533.3852485,647.1029156,0.477784167,331/347d,mg1655,170727,102,
9.40E-04,2.850875898,560.0397259,678.4671472,0.465621086,331/347d,mg1655,170727,103,
1.02E-03,2.850875898,558.1936701,678.4671472,0.453870225,331/347d,mg1655,170727,104,
1.10E-03,2.850875898,562.0700177,684.9201078,0.461319348,331/347d,mg1655,170727,105,
0.001197037,2.850875898,570.3997068,684.9201078,0.453387273,331/347d,mg1655,170727,106,
0.001297511,2.850875898,558.311701,678.4671472,0.468336379,331/347d,mg1655,170727,107,
0.001406418,2.850875898,574.4447607,698.0107367,0.458338733,331/347d,mg1655,170727,108,
0.001524467,2.850875898,587.4816512,711.351562,0.442654258,331/347d,mg1655,170727,109,
0.001652424,2.850875898,606.2496659,724.9473657,0.461823714,331/347d,mg1655,170727,110,
0.001791121,2.850875898,637.2929307,745.8298414,0.486971422,331/347d,mg1655,170727,111,
0.00194146,2.850875898,702.7244858,774.6118368,0.716108675,331/347d,mg1655,170727,112,
0.002104417,2.850875898,812.7842139,812.1562589,0.955122823,331/347d,mg1655,170727,113,
0.002281053,2.850875898,1116.743241,892.7924902,1.299696966,331/347d,mg1655,170727,114,
0.002472514,2.850875898,2101.589324,1163.753877,1.333187716,331/347d,mg1655,170727,115,
0.002680046,2.850875898,3513.043329,2153.189258,1.096406897,331/347d,mg1655,170727,116,
0.002904998,2.850875898,4495.498457,3556.068753,0.888751556,331/347d,mg1655,170727,117,
0.00314883,2.850875898,6123.74944,5548.703694,0.728652682,331/347d,mg1655,170727,118,
0.00341313,2.850875898,9785.905017,8740.253152,0.584884785,331/347d,mg1655,170727,119,
0.003699613,2.850875898,11017.44477,9791.67818,0.553618033,331/347d,mg1655,170727,120,
0.004010142,2.850875898,12542.43961,11073.91904,0.528659495,331/347d,mg1655,170727,121,
0.004346736,2.850875898,14016.54367,12406.07675,0.507679884,331/347d,mg1655,170727,122,
0.004711582,2.850875898,15332.11358,13509.34532,0.502938719,331/347d,mg1655,170727,123,
0.005107051,2.850875898,15760.6221,13898.48885,0.499449625,331/347d,mg1655,170727,124,
0.005535715,2.850875898,15778.07905,14030.6786,0.477985923,331/347d,mg1655,170727,125,
0,6.780563804,1435.431024,1531.37956,0.280544847,331/347d,mg1655,170727,126,
8.67E-04,6.780563804,1443.580832,1545.944645,0.281629576,331/347d,mg1655,170727,127,
9.40E-04,6.780563804,1439.150149,1531.37956,0.294076433,331/347d,mg1655,170727,128,
1.02E-03,6.780563804,1452.238597,1545.944645,0.288525782,331/347d,mg1655,170727,129,
1.10E-03,6.780563804,1458.806524,1545.944645,0.300157804,331/347d,mg1655,170727,130,
0.001197037,6.780563804,1464.538973,1560.648261,0.293993758,331/347d,mg1655,170727,131,
0.001297511,6.780563804,1477.139263,1560.648261,0.304379657,331/347d,mg1655,170727,132,
0.001406418,6.780563804,1456.85221,1545.944645,0.29711802,331/347d,mg1655,170727,133,
0.001524467,6.780563804,1478.888407,1560.648261,0.297934591,331/347d,mg1655,170727,134,
0.001652424,6.780563804,1504.784674,1590.476363,0.307467144,331/347d,mg1655,170727,135,
0.001791121,6.780563804,1520.914692,1590.476363,0.33161011,331/347d,mg1655,170727,136,
0.00194146,6.780563804,1607.775071,1636.29084,0.396448751,331/347d,mg1655,170727,137,
0.002104417,6.780563804,1804.721892,1699.436229,0.605178504,331/347d,mg1655,170727,138,
0.002281053,6.780563804,2225.016744,1815.860683,0.846706919,331/347d,mg1655,170727,139,
0.002472514,6.780563804,3244.048423,2194.342382,0.909313976,331/347d,mg1655,170727,140,
0.002680046,6.780563804,4784.835648,3423.937085,0.890938439,331/347d,mg1655,170727,141,
0.002904998,6.780563804,7554.966173,6642.052534,0.719923258,331/347d,mg1655,170727,142,
0.00314883,6.780563804,9289.294415,8336.208056,0.598379989,331/347d,mg1655,170727,143,
0.00341313,6.780563804,11681.57911,10363.91138,0.551167879,331/347d,mg1655,170727,144,
0.003699613,6.780563804,12917.43586,11610.6574,0.489520057,331/347d,mg1655,170727,145,
0.004010142,6.780563804,14208.97043,12643.18958,0.482856126,331/347d,mg1655,170727,146,
0.004346736,6.780563804,15423.7496,13637.83389,0.472592179,331/347d,mg1655,170727,147,
0.004711582,6.780563804,16218.95301,14572.13042,0.461291297,331/347d,mg1655,170727,148,
0.005107051,6.780563804,16893.75472,15278.42251,0.452324631,331/347d,mg1655,170727,149,
0.005535715,6.780563804,17914.44287,16018.94766,0.459896704,331/347d,mg1655,170727,150,
0,16.12698944,2156.935061,2173.66843,0.319766417,331/347d,mg1655,170727,151,
8.67E-04,16.12698944,2188.729422,2194.342382,0.320942588,331/347d,mg1655,170727,152,
9.40E-04,16.12698944,2173.195988,2194.342382,0.319706782,331/347d,mg1655,170727,153,
1.02E-03,16.12698944,2226.744306,2236.282049,0.324409569,331/347d,mg1655,170727,154,
1.10E-03,16.12698944,2214.434561,2236.282049,0.311885444,331/347d,mg1655,170727,155,
0.001197037,16.12698944,2216.08404,2215.212965,0.335166037,331/347d,mg1655,170727,156,
0.001297511,16.12698944,2206.449166,2215.212965,0.323940847,331/347d,mg1655,170727,157,
0.001406418,16.12698944,2208.50172,2215.212965,0.332887512,331/347d,mg1655,170727,158,
0.001524467,16.12698944,2216.275337,2215.212965,0.340184536,331/347d,mg1655,170727,159,
0.001652424,16.12698944,2275.23392,2236.282049,0.363542772,331/347d,mg1655,170727,160,
0.001791121,16.12698944,2300.305589,2300.699286,0.353174524,331/347d,mg1655,170727,161,
0.00194146,16.12698944,2445.999811,2344.671714,0.44686932,331/347d,mg1655,170727,162,
0.002104417,16.12698944,2594.099961,2412.211169,0.489666488,331/347d,mg1655,170727,163,
0.002281053,16.12698944,3059.42422,2553.182646,0.726450054,331/347d,mg1655,170727,164,
0.002472514,16.12698944,3474.484663,2702.392604,0.806354559,331/347d,mg1655,170727,165,
0.002680046,16.12698944,5771.866409,4463.097639,0.794942555,331/347d,mg1655,170727,166,
0.002904998,16.12698944,8554.268691,7583.289088,0.651788267,331/347d,mg1655,170727,167,
0.00314883,16.12698944,9602.536203,8576.336747,0.606422521,331/347d,mg1655,170727,168,
0.00341313,16.12698944,12533.94106,11126.58154,0.531107542,331/347d,mg1655,170727,169,
0.003699613,16.12698944,13872.12675,12406.07675,0.47710792,331/347d,mg1655,170727,170,
0.004010142,16.12698944,13000.81549,11610.6574,0.517063713,331/347d,mg1655,170727,171,
0.004346736,16.12698944,16404.94179,14572.13042,0.469498832,331/347d,mg1655,170727,172,
0.004711582,16.12698944,17428.02806,15570.43344,0.447079397,331/347d,mg1655,170727,173,
0.005107051,16.12698944,18075.43942,16325.11198,0.450858298,331/347d,mg1655,170727,174,
0.005535715,16.12698944,19177.99864,17443.50773,0.432864109,331/347d,mg1655,170727,175,
0,38.35666117,2657.288287,2601.980697,0.372438149,331/347d,mg1655,170727,176,
8.67E-04,38.35666117,2512.899087,2481.696133,0.36011741,331/347d,mg1655,170727,177,
9.40E-04,38.35666117,2623.222315,2577.46619,0.366608567,331/347d,mg1655,170727,178,
1.02E-03,38.35666117,2655.017447,2577.46619,0.391476706,331/347d,mg1655,170727,179,
1.10E-03,38.35666117,2689.026849,2626.728364,0.375245756,331/347d,mg1655,170727,180,
0.001197037,38.35666117,2678.158459,2626.728364,0.365988328,331/347d,mg1655,170727,181,
0.001297511,38.35666117,2560.400338,2529.127889,0.34564322,331/347d,mg1655,170727,182,
0.001406418,38.35666117,2576.475499,2505.299763,0.377847248,331/347d,mg1655,170727,183,
0.001524467,38.35666117,2709.424999,2626.728364,0.386441791,331/347d,mg1655,170727,184,
0.001652424,38.35666117,2681.347677,2577.46619,0.376855809,331/347d,mg1655,170727,185,
0.001791121,38.35666117,2766.331545,2676.932068,0.381008706,331/347d,mg1655,170727,186,
0.00194146,38.35666117,2843.864733,2702.392604,0.417042749,331/347d,mg1655,170727,187,
0.002104417,38.35666117,2869.479327,2702.392604,0.437394209,331/347d,mg1655,170727,188,
0.002281053,38.35666117,2930.490658,2676.932068,0.552336493,331/347d,mg1655,170727,189,
0.002472514,38.35666117,4082.440343,3234.887756,0.754284169,331/347d,mg1655,170727,190,
0.002680046,38.35666117,6028.461853,4548.399201,0.79071128,331/347d,mg1655,170727,191,
0.002904998,38.35666117,8867.448111,7801.729567,0.657950441,331/347d,mg1655,170727,192,
0.00314883,38.35666117,10733.13025,9517.521166,0.58512949,331/347d,mg1655,170727,193,
0.00341313,38.35666117,13085.55226,11610.6574,0.537543941,331/347d,mg1655,170727,194,
0.003699613,38.35666117,13809.64665,12289.19315,0.490901286,331/347d,mg1655,170727,195,
0.004010142,38.35666117,16282.50277,14434.83939,0.478523266,331/347d,mg1655,170727,196,
0.004346736,38.35666117,17193.88789,15278.42251,0.461388973,331/347d,mg1655,170727,197,
0.004711582,38.35666117,17226.77222,15570.43344,0.426416361,331/347d,mg1655,170727,198,
0.005107051,38.35666117,18812.85735,16955.10728,0.449648683,331/347d,mg1655,170727,199,
0.005535715,38.35666117,19888.84099,18116.66256,0.44347928,331/347d,mg1655,170727,200,
0,0,60.87595636,192.5593236,1.279953023,331/347d,mg1655,170729,1,
8.67E-04,0,71.41836305,201.900093,1.163342464,331/347d,mg1655,170729,2,
9.40E-04,0,76.4134588,204.7874022,1.204016602,331/347d,mg1655,170729,3,
1.02E-03,0,70.14509766,200.9437255,1.213087345,331/347d,mg1655,170729,4,
1.10E-03,0,74.61300491,204.7874022,1.190096277,331/347d,mg1655,170729,5,
0.001197037,0,81.98187571,208.7046012,1.205409386,331/347d,mg1655,170729,6,
0.001297511,0,80.60576022,206.7367241,1.185034488,331/347d,mg1655,170729,7,
0.001406418,0,93.33215249,214.7213377,1.298723694,331/347d,mg1655,170729,8,
0.001524467,0,112.6626762,229.4436054,1.295582603,331/347d,mg1655,170729,9,
0.001652424,0,123.840786,231.6276238,1.341358336,331/347d,mg1655,170729,10,
0.001791121,0,152.9736605,240.573577,1.699363384,331/347d,mg1655,170729,11,
0.00194146,0,230.9349713,269.5384007,1.928717145,331/347d,mg1655,170729,12,
0.002104417,0,352.041025,285.3034399,2.555247843,331/347d,mg1655,170729,13,
0.002281053,0,1770.63711,626.3277664,1.761269338,331/347d,mg1655,170729,14,
0.002472514,0,3422.709764,2125.976315,1.231721957,331/347d,mg1655,170729,15,
0.002680046,0,3695.559687,2545.258507,1.151640995,331/347d,mg1655,170729,16,
0.002904998,0,6548.554827,5803.421694,0.80191926,331/347d,mg1655,170729,17,
0.00314883,0,7728.857005,6817.557628,0.725310837,331/347d,mg1655,170729,18,
0.00341313,0,9723.950485,8558.038989,0.606404678,331/347d,mg1655,170729,19,
0.003699613,0,10816.27528,9588.418525,0.537960724,331/347d,mg1655,170729,20,
0.004010142,0,12563.54438,10948.34542,0.551025091,331/347d,mg1655,170729,21,
0.004346736,0,13267.61545,11588.7035,0.532745437,331/347d,mg1655,170729,22,
0.004711582,0,13761.4593,12150.85445,0.511883174,331/347d,mg1655,170729,23,
0.005107051,0,14780.89254,12983.97208,0.516620835,331/347d,mg1655,170729,24,
0.005535715,0,14885.48871,13107.56338,0.50439068,331/347d,mg1655,170729,25,
0,0.118920712,60.17123792,191.6472018,1.231578464,331/347d,mg1655,170729,26,
8.67E-04,0.118920712,69.74775218,199.0490258,1.198818219,331/347d,mg1655,170729,27,
9.40E-04,0.118920712,76.22296026,206.7367241,1.134233015,331/347d,mg1655,170729,28,
1.02E-03,0.118920712,73.44599887,204.7874022,1.150151026,331/347d,mg1655,170729,29,
1.10E-03,0.118920712,77.81858633,204.7874022,1.181250278,331/347d,mg1655,170729,30,
0.001197037,0.118920712,77.98783809,204.7874022,1.189622902,331/347d,mg1655,170729,31,
0.001297511,0.118920712,81.59303692,206.7367241,1.206915952,331/347d,mg1655,170729,32,
0.001406418,0.118920712,95.46084853,216.7652184,1.205676415,331/347d,mg1655,170729,33,
0.001524467,0.118920712,103.5236411,218.8285542,1.317389982,331/347d,mg1655,170729,34,
0.001652424,0.118920712,113.9046277,229.4436054,1.296997387,331/347d,mg1655,170729,35,
0.001791121,0.118920712,147.4807187,242.8635389,1.497620773,331/347d,mg1655,170729,36,
0.00194146,0.118920712,219.3628897,257.0683914,2.324955338,331/347d,mg1655,170729,37,
0.002104417,0.118920712,361.0619923,282.6133119,2.659005079,331/347d,mg1655,170729,38,
0.002281053,0.118920712,1045.343776,405.0788479,2.181061036,331/347d,mg1655,170729,39,
0.002472514,0.118920712,1715.083666,632.2896295,1.690181867,331/347d,mg1655,170729,40,
0.002680046,0.118920712,3067.22363,1792.665826,1.22773402,331/347d,mg1655,170729,41,
0.002904998,0.118920712,5189.794685,4326.512188,0.940283135,331/347d,mg1655,170729,42,
0.00314883,0.118920712,7026.844992,6201.330576,0.758431675,331/347d,mg1655,170729,43,
0.00341313,0.118920712,9378.244918,8162.107181,0.640811738,331/347d,mg1655,170729,44,
0.003699613,0.118920712,10027.86117,8973.176867,0.545770992,331/347d,mg1655,170729,45,
0.004010142,0.118920712,11413.94537,10053.5386,0.535327662,331/347d,mg1655,170729,46,
0.004346736,0.118920712,12866.91879,11371.19389,0.539811109,331/347d,mg1655,170729,47,
0.004711582,0.118920712,13574.17252,12036.28397,0.522190225,331/347d,mg1655,170729,48,
0.005107051,0.118920712,14185.0657,12620.14639,0.503226101,331/347d,mg1655,170729,49,
0.005535715,0.118920712,15005.16746,13358.28649,0.504039733,331/347d,mg1655,170729,50,
0,0.282842712,62.06328537,191.6472018,1.261501079,331/347d,mg1655,170729,51,
8.67E-04,0.282842712,67.35157564,197.1721913,1.205570327,331/347d,mg1655,170729,52,
9.40E-04,0.282842712,71.87086496,200.9437255,1.211984708,331/347d,mg1655,170729,53,
1.02E-03,0.282842712,73.87064157,202.8564604,1.205675909,331/347d,mg1655,170729,54,
1.10E-03,0.282842712,76.12650106,204.7874022,1.226528506,331/347d,mg1655,170729,55,
0.001197037,0.282842712,78.45840656,206.7367241,1.160426553,331/347d,mg1655,170729,56,
0.001297511,0.282842712,79.58762571,204.7874022,1.21870745,331/347d,mg1655,170729,57,
0.001406418,0.282842712,91.03038334,214.7213377,1.163764686,331/347d,mg1655,170729,58,
0.001524467,0.282842712,88.04403386,212.6967288,1.226884565,331/347d,mg1655,170729,59,
0.001652424,0.282842712,112.6010407,229.4436054,1.29375674,331/347d,mg1655,170729,60,
0.001791121,0.282842712,159.1469869,247.509063,1.575156084,331/347d,mg1655,170729,61,
0.00194146,0.282842712,236.9553177,266.9969214,2.175212948,331/347d,mg1655,170729,62,
0.002104417,0.282842712,372.9257174,290.7607597,2.447773064,331/347d,mg1655,170729,63,
0.002281053,0.282842712,949.8928975,393.728077,1.995703684,331/347d,mg1655,170729,64,
0.002472514,0.282842712,1790.143303,644.3841444,1.704710598,331/347d,mg1655,170729,65,
0.002680046,0.282842712,3061.791369,1742.433287,1.272235855,331/347d,mg1655,170729,66,
0.002904998,0.282842712,5486.130867,4667.164186,0.892638574,331/347d,mg1655,170729,67,
0.00314883,0.282842712,7313.02135,6440.839201,0.72451458,331/347d,mg1655,170729,68,
0.00341313,0.282842712,9461.071116,8318.232986,0.625552472,331/347d,mg1655,170729,69,
0.003699613,0.282842712,10998.50004,9679.68837,0.550499032,331/347d,mg1655,170729,70,
0.004010142,0.282842712,11822.35222,10343.37166,0.535373607,331/347d,mg1655,170729,71,
0.004346736,0.282842712,12600.34751,11157.76673,0.51189874,331/347d,mg1655,170729,72,
0.004711582,0.282842712,13676.39174,11922.79377,0.534553075,331/347d,mg1655,170729,73,
0.005107051,0.282842712,14633.9513,12740.27452,0.534032228,331/347d,mg1655,170729,74,
0.005535715,0.282842712,14871.22288,13232.33112,0.49892975,331/347d,mg1655,170729,75,
0,0.672717132,77.59371661,210.69121,1.066942926,331/347d,mg1655,170729,76,
8.67E-04,0.672717132,85.89261933,215.743278,0.994885372,331/347d,mg1655,170729,77,
9.40E-04,0.672717132,87.22183437,214.7213377,1.074570187,331/347d,mg1655,170729,78,
1.02E-03,0.672717132,90.49199242,218.8285542,1.053748847,331/347d,mg1655,170729,79,
1.10E-03,0.672717132,93.61526523,220.9115305,1.033907634,331/347d,mg1655,170729,80,
0.001197037,0.672717132,96.43619065,220.9115305,1.077705602,331/347d,mg1655,170729,81,
0.001297511,0.672717132,94.72703327,223.0143341,1.001781745,331/347d,mg1655,170729,82,
0.001406418,0.672717132,109.4867033,231.6276238,1.112961364,331/347d,mg1655,170729,83,
0.001524467,0.672717132,118.9841189,240.573577,1.094908795,331/347d,mg1655,170729,84,
0.001652424,0.672717132,141.6829515,252.2434472,1.168577819,331/347d,mg1655,170729,85,
0.001791121,0.672717132,188.0165346,269.5384007,1.464735449,331/347d,mg1655,170729,86,
0.00194146,0.672717132,268.4845717,293.5284413,2.028767215,331/347d,mg1655,170729,87,
0.002104417,0.672717132,272.597868,290.7607597,2.110955846,331/347d,mg1655,170729,88,
0.002281053,0.672717132,1595.217363,591.7187138,1.713804661,331/347d,mg1655,170729,89,
0.002472514,0.672717132,833.5458309,401.2593568,2.161104805,331/347d,mg1655,170729,90,
0.002680046,0.672717132,3570.259579,2348.358655,1.152780572,331/347d,mg1655,170729,91,
0.002904998,0.672717132,6090.823223,5329.108809,0.804805808,331/347d,mg1655,170729,92,
0.00314883,0.672717132,7390.868599,6502.147997,0.727984757,331/347d,mg1655,170729,93,
0.00341313,0.672717132,9566.410989,8318.232986,0.617425136,331/347d,mg1655,170729,94,
0.003699613,0.672717132,11381.79857,10053.5386,0.546044794,331/347d,mg1655,170729,95,
0.004010142,0.672717132,7603.313289,6817.557628,0.713172298,331/347d,mg1655,170729,96,
0.004346736,0.672717132,12999.21515,11371.19389,0.521242453,331/347d,mg1655,170729,97,
0.004711582,0.672717132,14390.54164,12501.15095,0.53081433,331/347d,mg1655,170729,98,
0.005107051,0.672717132,15147.51229,13232.33112,0.528597795,331/347d,mg1655,170729,99,
0.005535715,0.672717132,15513.55451,13613.80546,0.501871032,331/347d,mg1655,170729,100,
0,1.6,197.9384182,316.6396786,0.735644042,331/347d,mg1655,170729,101,
8.67E-04,1.6,186.5987182,310.6966346,0.74893754,331/347d,mg1655,170729,102,
9.40E-04,1.6,199.1546734,322.6964019,0.729495738,331/347d,mg1655,170729,103,
1.02E-03,1.6,208.8020568,328.8689789,0.73513451,331/347d,mg1655,170729,104,
1.10E-03,1.6,212.1914816,328.8689789,0.725048831,331/347d,mg1655,170729,105,
0.001197037,1.6,216.7198141,331.9994035,0.722330358,331/347d,mg1655,170729,106,
0.001297511,1.6,218.3338188,338.3499295,0.725204365,331/347d,mg1655,170729,107,
0.001406418,1.6,220.3169935,335.1596258,0.739945398,331/347d,mg1655,170729,108,
0.001524467,1.6,216.2319967,335.1596258,0.714486324,331/347d,mg1655,170729,109,
0.001652424,1.6,256.138676,368.4644828,0.753526166,331/347d,mg1655,170729,110,
0.001791121,1.6,293.0215968,390.0156124,0.897271622,331/347d,mg1655,170729,111,
0.00194146,1.6,355.8669455,408.9346958,1.137039651,331/347d,mg1655,170729,112,
0.002104417,1.6,452.7159516,432.8528888,1.683829616,331/347d,mg1655,170729,113,
0.002281053,1.6,1092.101845,575.1380812,1.763699479,331/347d,mg1655,170729,114,
0.002472514,1.6,2073.519347,889.2711917,1.48336334,331/347d,mg1655,170729,115,
0.002680046,1.6,2701.927207,1441.678062,1.222682534,331/347d,mg1655,170729,116,
0.002904998,1.6,5726.651618,4987.166107,0.839465583,331/347d,mg1655,170729,117,
0.00314883,1.6,7520.115514,6689.59816,0.689432279,331/347d,mg1655,170729,118,
0.00341313,1.6,9310.156251,8162.107181,0.591599329,331/347d,mg1655,170729,119,
0.003699613,1.6,11206.59614,9958.743716,0.53903701,331/347d,mg1655,170729,120,
0.004010142,1.6,9331.76961,8162.107181,0.632594359,331/347d,mg1655,170729,121,
0.004346736,1.6,13178.83672,11588.7035,0.506594502,331/347d,mg1655,170729,122,
0.004711582,1.6,14185.50894,12383.27751,0.512825711,331/347d,mg1655,170729,123,
0.005107051,1.6,15026.88508,13232.33112,0.509260436,331/347d,mg1655,170729,124,
0.005535715,1.6,15182.59838,13485.4408,0.491841016,331/347d,mg1655,170729,125,
0,3.805462768,674.0145048,801.2644881,0.40992259,331/347d,mg1655,170729,126,
8.67E-04,3.805462768,648.6775409,771.4687194,0.419625527,331/347d,mg1655,170729,127,
9.40E-04,3.805462768,650.4368131,778.8121442,0.412477352,331/347d,mg1655,170729,128,
1.02E-03,3.805462768,671.6907877,793.70936,0.412636638,331/347d,mg1655,170729,129,
1.10E-03,3.805462768,674.8504449,801.2644881,0.419368321,331/347d,mg1655,170729,130,
0.001197037,3.805462768,690.2980982,816.5911752,0.410178941,331/347d,mg1655,170729,131,
0.001297511,3.805462768,689.2288991,816.5911752,0.406242797,331/347d,mg1655,170729,132,
0.001406418,3.805462768,657.8892536,778.8121442,0.418896597,331/347d,mg1655,170729,133,
0.001524467,3.805462768,693.7424889,816.5911752,0.405138592,331/347d,mg1655,170729,134,
0.001652424,3.805462768,723.6920678,848.1296695,0.411131632,331/347d,mg1655,170729,135,
0.001791121,3.805462768,756.3471212,872.5803656,0.432384742,331/347d,mg1655,170729,136,
0.00194146,3.805462768,798.0025948,897.7359499,0.502487436,331/347d,mg1655,170729,137,
0.002104417,3.805462768,825.4123946,897.7359499,0.618339176,331/347d,mg1655,170729,138,
0.002281053,3.805462768,1151.46159,986.9440917,1.089108461,331/347d,mg1655,170729,139,
0.002472514,3.805462768,1458.169403,1044.669493,1.315044759,331/347d,mg1655,170729,140,
0.002680046,3.805462768,3456.791058,2027.619478,1.120253535,331/347d,mg1655,170729,141,
0.002904998,3.805462768,4525.334814,3682.928119,0.857003631,331/347d,mg1655,170729,142,
0.00314883,3.805462768,7554.058557,6817.557628,0.690901898,331/347d,mg1655,170729,143,
0.00341313,3.805462768,8729.199175,7858.591598,0.632756675,331/347d,mg1655,170729,144,
0.003699613,3.805462768,10772.96813,9864.842656,0.490900981,331/347d,mg1655,170729,145,
0.004010142,3.805462768,13045.28389,11588.7035,0.503204336,331/347d,mg1655,170729,146,
0.004346736,3.805462768,14151.27489,12620.14639,0.501001351,331/347d,mg1655,170729,147,
0.004711582,3.805462768,15181.06429,13485.4408,0.484406141,331/347d,mg1655,170729,148,
0.005107051,3.805462768,15444.75106,13743.392,0.470843445,331/347d,mg1655,170729,149,
0.005535715,3.805462768,14789.37037,13358.28649,0.451743058,331/347d,mg1655,170729,150,
0,9.050966799,1615.653808,1693.608321,0.296880636,331/347d,mg1655,170729,151,
8.67E-04,9.050966799,1570.46978,1646.151486,0.293615061,331/347d,mg1655,170729,152,
9.40E-04,9.050966799,1638.668694,1709.72937,0.301454493,331/347d,mg1655,170729,153,
1.02E-03,9.050966799,1621.672019,1693.608321,0.305447562,331/347d,mg1655,170729,154,
1.10E-03,9.050966799,1642.027424,1726.003872,0.297780186,331/347d,mg1655,170729,155,
0.001197037,9.050966799,1648.876017,1709.72937,0.30040615,331/347d,mg1655,170729,156,
0.001297511,9.050966799,1631.116148,1726.003872,0.289447629,331/347d,mg1655,170729,157,
0.001406418,9.050966799,1635.303682,1709.72937,0.303013109,331/347d,mg1655,170729,158,
0.001524467,9.050966799,1684.658752,1759.01909,0.313996206,331/347d,mg1655,170729,159,
0.001652424,9.050966799,1727.422913,1759.01909,0.3352267,331/347d,mg1655,170729,160,
0.001791121,9.050966799,1719.206474,1759.01909,0.345058474,331/347d,mg1655,170729,161,
0.00194146,9.050966799,1904.165053,1879.625407,0.447688103,331/347d,mg1655,170729,162,
0.002104417,9.050966799,1980.101839,1879.625407,0.568433389,331/347d,mg1655,170729,163,
0.002281053,9.050966799,3212.770951,2271.742883,0.903346134,331/347d,mg1655,170729,164,
0.002472514,9.050966799,2564.275702,2027.619478,0.842114396,331/347d,mg1655,170729,165,
0.002680046,9.050966799,6451.903898,5640.803205,0.748559374,331/347d,mg1655,170729,166,
0.002904998,9.050966799,8936.322747,8008.911719,0.640856878,331/347d,mg1655,170729,167,
0.00314883,9.050966799,9629.763942,8721.738227,0.586186578,331/347d,mg1655,170729,168,
0.00341313,9.050966799,12461.52541,11263.97482,0.497088444,331/347d,mg1655,170729,169,
0.003699613,9.050966799,14842.15343,13358.28649,0.495410134,331/347d,mg1655,170729,170,
0.004010142,9.050966799,14610.85113,13232.33112,0.450799695,331/347d,mg1655,170729,171,
0.004346736,9.050966799,16313.5048,14685.70121,0.457889051,331/347d,mg1655,170729,172,
0.004711582,9.050966799,16569.63747,14966.61114,0.446527523,331/347d,mg1655,170729,173,
0.005107051,9.050966799,17881.80878,16298.70188,0.445267555,331/347d,mg1655,170729,174,
0.005535715,9.050966799,17731.60201,16145.02131,0.431872186,331/347d,mg1655,170729,175,
0,21.52694823,2295.889777,2293.367056,0.344408922,331/347d,mg1655,170729,176,
8.67E-04,21.52694823,2256.246673,2250.322604,0.335504002,331/347d,mg1655,170729,177,
9.40E-04,21.52694823,2361.410849,2359.482442,0.339473877,331/347d,mg1655,170729,178,
1.02E-03,21.52694823,2337.85771,2315.197064,0.355377951,331/347d,mg1655,170729,179,
1.10E-03,21.52694823,2371.354723,2337.234867,0.351298923,331/347d,mg1655,170729,180,
0.001197037,21.52694823,2325.541647,2315.197064,0.341748571,331/347d,mg1655,170729,181,
0.001297511,21.52694823,2282.287871,2271.742883,0.323028975,331/347d,mg1655,170729,182,
0.001406418,21.52694823,2416.189338,2381.941787,0.356632864,331/347d,mg1655,170729,183,
0.001524467,21.52694823,2410.121232,2359.482442,0.3683916,331/347d,mg1655,170729,184,
0.001652424,21.52694823,2508.959678,2450.610691,0.374781178,331/347d,mg1655,170729,185,
0.001791121,21.52694823,2565.488471,2473.937463,0.404234086,331/347d,mg1655,170729,186,
0.00194146,21.52694823,2523.926004,2427.503867,0.397509486,331/347d,mg1655,170729,187,
0.002104417,21.52694823,2659.076298,2497.486278,0.491639522,331/347d,mg1655,170729,188,
0.002281053,21.52694823,4380.159088,3256.162929,0.791629498,331/347d,mg1655,170729,189,
0.002472514,21.52694823,3070.698941,2668.725252,0.591832484,331/347d,mg1655,170729,190,
0.002680046,21.52694823,7906.534442,6947.964721,0.689606939,331/347d,mg1655,170729,191,
0.002904998,21.52694823,10844.25503,9771.82699,0.578935294,331/347d,mg1655,170729,192,
0.00314883,21.52694823,8580.744883,7638.384907,0.650629264,331/347d,mg1655,170729,193,
0.00341313,21.52694823,13183.47064,11810.37367,0.493630023,331/347d,mg1655,170729,194,
0.003699613,21.52694823,15016.35486,13613.80546,0.44868606,331/347d,mg1655,170729,195,
0.004010142,21.52694823,15356.05682,13613.80546,0.482366935,331/347d,mg1655,170729,196,
0.004346736,21.52694823,18013.29104,16145.02131,0.45315267,331/347d,mg1655,170729,197,
0.004711582,21.52694823,19345.17773,17251.99712,0.458738899,331/347d,mg1655,170729,198,
